State,Year,Commercial_Coal,Commercial_Natural_Gas,Commercial_Petroleum,Commercial_Distillate_Fuel_Oil,Commercial_Kerosene,Commercial_Wood,Commercial_Solar,Commercial_Wind,Commercial_Geothermal,Commercial_Hydropower,Electric_Power_Coal,Electric_Power_Natural Gas,Electric_Power_Distillate_Fuel_Oil,Electric_Power_Wood,Industrial_Coal,Industrial_Natural_Gas,Industrial_Petroleum,Industrial_Distillate_Fuel_Oil,Industrial_Kerosene,Industrial_Wood,Industrial_Solar,Industrial_Wind,Industrial_Geothermal,Industrial_Hydropower,Residential_Coal,Residential_Natural_Gas,Residential_Petroleum,Residential_Distillate_Fuel_Oil,Residential_Kerosene,Residential_Wood
Alaska,2010,8533,15998,12575,11111,92,299,0,0,74,0,5958,39963,2825,0,57,256892,56155,14180,2,39,0,0,0,0,0,18806,9359,8687,83,2302
Alaska,2011,9432,19647,11438,10060,104,288,0,0,88,0,5976,42344,3275,0,73,253842,63400,19095,2,111,0,0,0,0,0,20521,8682,8040,142,2232
Alaska,2012,9201,20135,9806,8541,79,252,0,0,85,0,6301,40266,2943,0,19,261160,63389,23392,1,111,0,0,0,0,0,21634,8362,7819,41,1865
Alaska,2013,8939,18711,7965,6743,27,292,0,0,85,0,5864,34003,3226,0,16,260132,61393,24346,1,111,0,0,0,0,0,19233,7312,6917,27,2434
Alaska,2014,8316,17942,8418,7287,16,305,0,0,85,0,9892,31986,2922,0,17,261256,55361,23176,2,114,0,0,0,0,0,17751,7075,6654,33,2463
Alaska,2015,8486,18491,10930,8756,17,862,0,0,85,0,11009,30230,3347,0,17,265996,51564,24013,1,114,0,0,0,0,0,18593,8163,7770,38,5889
Alaska,2016,6952,15970,7404,5951,21,1132,5,0,85,1552,9644,28232,4645,0,17,268421,48277,19902,1,114,0,0,0,0,0,17806,7581,7173,60,6389
Alaska,2017,7144,15355,7772,6568,0,996,6,0,85,1678,9214,28992,5068,0,18,279204,41045,11403,1,70,0,0,0,0,0,20000,8202,7755,0,5430
Alaska,2018,6931,14100,8696,7422,0,892,9,0,85,1599,10377,25364,4859,0,17,288131,33258,12271,0,70,0,0,0,0,0,18108,6855,6396,0,5942
Alaska,2019,6568,14365,8622,7309,0,801,11,0,85,1161,11035,24442,5016,0,17,297448,37406,9066,0,70,0,0,0,0,0,17698,6971,6574,0,5536
Alabama,2010,0,27492,9321,6569,12,929,3,0,0,0,649866,287408,1239,5215,68819,164057,69749,22246,86,138556,0,0,42,0,0,42872,9289,699,86,7149
Alabama,2011,0,25555,9864,6981,13,895,4,0,0,0,586053,349434,1080,4603,64979,173454,74079,23740,44,155192,0,0,42,0,0,37180,6008,62,70,6934
Alabama,2012,0,21896,8752,6471,5,784,9,0,0,0,474066,407721,815,3890,72938,193790,77598,30153,21,158929,0,0,42,0,0,28022,4326,104,15,5794
Alabama,2013,0,25734,6715,4236,14,908,25,0,0,0,488625,339804,626,4098,76426,201987,62604,23083,22,173097,0,0,42,0,0,35626,4791,89,15,7561
Alabama,2014,0,28124,6318,3900,17,946,26,0,0,0,488647,355113,1019,5041,87265,207914,58349,19862,21,163385,0,0,42,0,0,39842,5065,101,22,7652
Alabama,2015,0,25856,11215,4327,13,311,25,0,0,0,424833,410109,724,4550,69477,209554,63618,21783,26,156844,1,0,42,0,0,33653,5533,120,17,2123
Alabama,2016,0,24172,13225,4860,14,310,48,0,0,0,345578,425641,363,4810,64589,214096,68177,22823,22,155844,1,0,42,0,0,29155,5145,92,12,1749
Alabama,2017,0,23558,12196,4841,5,272,50,0,0,0,316065,391987,324,4711,62825,216675,65778,20479,11,161120,1,0,42,0,0,27077,4847,83,4,1484
Alabama,2018,0,27359,12801,4950,12,306,67,0,0,0,317234,443242,794,3384,59918,238755,63886,22837,18,161435,7,0,42,0,0,35669,5823,69,13,2038
Alabama,2019,0,25570,12410,4622,14,286,88,0,0,0,268395,430679,167,523,48785,236587,61581,20177,13,162162,9,0,42,0,0,31472,6068,23,11,1978
Arkansas,2010,0,40531,5747,3812,6,1336,11,0,0,0,286417,98514,318,1088,7272,89590,63334,33393,7,74685,0,0,7,0,0,36509,6134,55,31,10275
Arkansas,2011,0,40584,5126,3586,1,1286,14,0,0,0,300543,109196,469,1323,5576,93409,65379,30851,5,77673,0,0,7,0,0,34241,5133,58,12,9966
Arkansas,2012,0,41851,3745,2191,0,1126,19,0,0,0,291578,131825,305,1313,5154,89710,59625,29525,0,77744,0,0,12,0,0,26454,3849,25,5,8328
Arkansas,2013,0,48553,3506,2105,1,1306,23,0,0,0,322034,95845,374,1381,5065,96299,62706,32303,1,75715,0,0,12,0,0,35663,5123,24,7,10867
Arkansas,2014,0,51246,5148,3286,2,1360,23,0,0,0,333753,74137,260,2640,5461,97223,62016,29717,1,74245,0,0,12,0,0,38558,5011,31,16,10997
Arkansas,2015,0,48248,7798,3420,5,937,24,0,0,0,222218,113099,564,2670,4672,93078,49673,22360,5,68082,0,0,12,0,0,33463,4256,49,9,6398
Arkansas,2016,0,46382,6698,3075,5,918,28,0,0,0,241610,139024,416,3978,4827,94370,54754,20324,21,64684,0,0,12,0,0,27469,3279,75,7,5183
Arkansas,2017,0,48190,6725,3184,5,800,34,0,0,0,262907,130272,477,3261,4684,106092,50116,16373,12,66586,0,0,12,0,0,26080,2999,48,2,4361
Arkansas,2018,0,56224,7317,3401,14,1029,68,0,0,0,300080,155902,321,2895,4065,111919,51988,20287,17,65701,10,0,12,0,0,35466,4039,43,3,6851
Arkansas,2019,0,55846,7852,4001,16,998,173,0,0,0,235754,163318,449,2761,4045,110074,52784,19959,7,64256,30,0,12,0,0,34175,4103,4,4,6899
Arizona,2010,0,32479,8857,6928,4,400,592,0,42,0,447137,227944,678,2034,10772,19586,57539,28868,1,961,69,0,249,0,0,38445,4590,16,0,3074
Arizona,2011,0,33057,8816,6727,3,385,2164,0,50,0,449888,183896,556,2374,10021,22024,62265,32953,1,226,298,0,249,0,0,39094,5324,18,0,2981
Arizona,2012,0,32179,8508,6606,1,337,3161,0,48,0,411861,233668,437,2794,8709,23135,59569,32660,0,226,489,0,247,0,0,35693,3141,22,0,2491
Arizona,2013,0,33749,7974,5861,1,391,4078,0,48,0,450547,228437,465,2455,4318,22736,58817,33027,1,226,659,0,247,0,0,40729,3979,12,0,3251
Arizona,2014,0,31439,7877,5910,1,407,4812,0,48,0,442660,211640,624,3604,5189,23225,55492,29975,1,238,793,0,247,0,0,33442,4097,12,0,3290
Arizona,2015,0,31891,16963,6277,1,573,4886,0,48,0,380388,257855,532,3908,5434,21312,55808,25462,0,238,1369,0,247,0,0,36047,3514,6,0,3915
Arizona,2016,0,35423,16466,5001,1,574,4552,0,48,0,319810,264473,562,3870,4068,20589,62432,30543,1,238,1573,0,247,0,0,36579,4021,6,0,3240
Arizona,2017,0,32649,16626,5026,1,564,6070,0,48,0,329229,232643,615,3078,5283,20140,64061,33141,0,1299,153,0,247,0,0,34332,3942,7,0,3074
Arizona,2018,0,33073,16218,4533,0,650,6769,0,48,0,324958,296459,546,3499,6534,19932,59369,27827,0,1285,218,0,247,0,0,36517,4991,5,0,4330
Arizona,2019,0,35780,16716,3941,0,790,6909,0,48,0,251170,367765,717,3802,6557,19216,63270,29944,1,1285,123,0,247,0,0,43411,5549,2,2,5459
California,2010,0,253329,37429,27279,189,5199,5431,0,556,65,21776,755324,436,79022,33196,787410,392612,70470,69,25807,2272,0,1226,0,0,505530,33475,934,816,39988
California,2011,0,250867,34067,24180,144,5005,6836,0,659,45,19692,630122,365,69000,35572,767439,434956,77184,65,28507,3279,0,1226,0,0,522406,31320,628,625,38785
California,2012,0,258277,31630,21730,48,4384,9714,0,634,26,13153,876854,354,75213,30679,805491,411478,74834,33,27877,5247,1,1217,0,0,487614,23366,370,269,32410
California,2013,0,261502,29658,20122,43,5081,10955,10,634,50,6214,849409,357,74270,31938,850293,437756,74453,12,27486,6250,15,1217,0,0,494357,23630,551,257,42291
California,2014,0,244411,30359,19282,51,5294,13660,31,634,39,6866,858977,379,78215,32620,857807,422674,80077,96,24505,8000,16,1217,0,0,408754,19681,543,334,42800
California,2015,0,244468,79701,20982,47,3225,14378,50,634,32,0,833745,385,75669,30967,853080,424584,80541,21,23107,9750,37,1217,0,0,415935,21816,443,248,22025
California,2016,0,245346,83003,21149,78,3647,16847,57,634,113,0,688781,375,65909,32077,845763,440786,75647,19,24783,12812,49,1217,0,0,426390,23919,439,473,20589
California,2017,0,245783,84055,21509,57,3675,22621,54,634,175,0,621234,391,64914,33663,831737,444012,78061,6,23763,16214,45,1217,0,0,446314,22794,412,287,20030
California,2018,0,256345,85793,20776,45,3330,30370,52,634,99,0,635418,378,65681,33256,834480,439940,70291,4,23844,17288,46,1217,0,0,438159,24830,465,287,22176
California,2019,0,264692,86182,20026,46,3912,33643,53,634,120,0,587611,392,66766,30886,835569,427880,67158,4,24317,19708,46,1217,0,0,480485,26845,480,418,27045
Colorado,2010,6055,58642,7963,5823,26,1298,662,0,194,0,369089,95210,214,862,7479,208973,67406,21083,4,240,5,0,268,0,0,133463,12454,61,34,9985
Colorado,2011,3179,57579,8933,5853,19,1250,1068,54,230,0,362384,88084,248,893,3307,187114,58262,22608,4,354,9,29,268,0,0,134161,12075,84,10,9684
Colorado,2012,240,53756,6784,4580,7,1095,1343,52,221,0,363589,90079,133,850,6256,185647,57359,22949,2,354,12,32,266,0,0,120076,11232,77,5,8093
Colorado,2013,118,60782,6641,4390,10,1269,1477,50,221,67,355912,93978,105,1157,7502,181137,60743,24198,1,354,15,25,266,0,0,139516,13258,78,10,10560
Colorado,2014,151,60625,7342,4723,9,1322,1776,2,221,60,341975,101851,171,1827,8400,190774,65794,28289,1,361,19,32,266,0,0,138065,12190,164,5,10687
Colorado,2015,76,56980,14515,5152,6,1714,1792,36,221,60,331972,99410,86,1124,8059,199528,64914,24324,1,361,21,26,266,0,0,129193,11033,278,5,11707
Colorado,2016,34,57378,12758,3061,7,1900,1934,11,221,109,314876,104972,95,2312,6565,169533,60184,19566,3,361,21,31,266,0,0,128959,11171,64,9,10725
Colorado,2017,8,55874,15639,5123,2,1958,2069,11,221,128,309415,105741,104,2383,6412,170758,61742,26160,1,469,19,29,266,0,0,125643,10523,179,3,10671
Colorado,2018,0,59810,14246,4111,4,1699,2136,1,221,119,280637,138525,163,2318,3836,176710,72677,31907,4,467,22,28,266,0,0,137145,11762,154,2,11311
Colorado,2019,0,66666,17255,6149,6,1922,2099,14,221,118,269056,146107,115,2337,4282,189200,73897,31516,5,467,22,25,266,0,0,154040,13402,207,9,13285
Connecticut,2010,0,41689,15899,12047,46,822,196,0,0,0,28711,86627,358,13235,0,24730,22405,3858,715,4378,13,0,0,0,0,43815,71877,65811,242,6324
Connecticut,2011,0,46067,16019,12299,51,792,192,0,0,0,6081,110514,265,12526,0,26981,20619,3772,730,4329,15,0,0,0,0,45951,65612,59203,176,6134
Connecticut,2012,0,43677,12928,9944,8,693,234,0,0,0,9290,117541,223,12237,0,27778,16562,2808,203,4329,20,0,0,0,0,42340,60488,54568,78,5126
Connecticut,2013,0,47324,14788,11213,5,856,401,0,0,0,7679,109999,787,11252,0,30550,19860,3566,151,4329,38,0,0,0,0,47716,64777,57598,71,6688
Connecticut,2014,0,52643,14222,10796,38,900,646,0,0,0,9097,102964,861,13106,0,29159,18815,3134,429,4195,62,0,0,0,0,52615,65092,58038,95,6769
Connecticut,2015,0,53855,20862,12616,10,1109,843,0,0,0,6536,123181,1289,13653,0,26296,15255,2843,221,4195,92,0,0,0,0,52337,68001,60485,58,7566
Connecticut,2016,0,51657,16541,8692,21,940,1198,0,0,0,2340,126241,359,15911,0,24947,17849,2914,223,4195,146,0,0,0,0,47327,52373,45306,75,5304
Connecticut,2017,0,54014,14828,8240,36,1018,1445,0,0,0,2507,111655,525,13061,0,25259,18605,3124,176,3579,194,0,0,0,0,49815,54102,45050,48,5546
Connecticut,2018,0,59939,16268,8700,17,946,1819,0,0,0,4023,139856,1291,12719,0,25303,18266,3320,127,3491,228,0,0,0,0,54702,63589,54680,44,6296
Connecticut,2019,0,59386,14900,7212,23,969,2014,0,0,0,867,147715,176,12015,0,25262,17535,3069,47,3491,266,0,0,0,0,53808,61677,53200,64,6697
District of Columbia,2010,71,18807,2190,1046,1,3,60,0,0,0,0,0,2509,0,0,0,4688,53,0,0,0,0,0,0,0,13799,1223,1214,0,26
District of Columbia,2011,48,17160,2050,675,2,3,163,0,0,0,0,1023,1589,0,0,0,4399,133,0,0,0,0,0,0,0,12583,206,206,0,25
District of Columbia,2012,77,15809,783,736,0,3,191,0,0,0,0,0,147,0,0,0,4629,130,0,0,0,0,0,0,0,11587,1062,1061,0,21
District of Columbia,2013,4,17751,688,645,0,3,192,0,0,0,0,0,0,0,0,0,4667,93,0,0,0,0,0,0,0,13610,827,822,0,27
District of Columbia,2014,48,18250,612,574,0,3,213,0,0,0,0,0,0,0,0,0,4610,109,0,0,0,0,0,0,0,14854,814,804,0,27
District of Columbia,2015,44,17866,1040,719,0,0,214,0,0,0,0,0,0,498,0,0,4368,108,0,0,0,0,0,0,0,14088,1080,1074,0,0
District of Columbia,2016,34,16337,1025,642,1,1,141,0,0,0,0,0,0,784,0,0,3736,227,1,0,0,0,0,0,0,11880,113,108,0,6
District of Columbia,2017,30,16666,773,392,0,1,270,0,0,0,0,0,0,0,0,0,3727,66,0,0,0,0,0,0,0,12368,96,91,0,8
District of Columbia,2018,37,17219,939,547,0,0,389,0,0,0,0,0,0,0,0,0,3543,96,0,0,0,0,0,0,0,13584,685,681,0,0
District of Columbia,2019,5,16689,786,391,0,0,448,0,0,0,0,0,0,0,0,0,3033,103,0,0,0,0,0,0,0,12487,60,51,0,0
Delaware,2010,0,12495,2429,1278,9,181,47,0,0,0,30253,24891,561,1660,0,8180,14222,1647,24,36,2,0,0,0,0,10376,7390,3321,226,1392
Delaware,2011,0,10784,2135,1057,11,174,198,47,0,0,17881,39789,300,1783,0,20336,36866,1696,0,30,12,0,0,0,0,10323,5989,2677,141,1350
Delaware,2012,0,10319,2170,1068,4,153,254,35,0,0,17384,54664,204,1196,0,29555,34161,1321,0,30,17,0,0,0,0,8808,4744,2092,60,1128
Delaware,2013,0,11691,2132,1019,9,177,395,43,0,0,18254,43648,148,639,0,33654,30226,1269,6,30,28,0,0,0,0,10673,5448,2484,63,1472
Delaware,2014,0,12541,2595,1336,15,184,511,48,0,0,10238,48750,411,681,0,32723,29545,1583,0,28,36,0,0,0,0,11944,6099,2687,104,1490
Delaware,2015,0,12350,4183,1659,10,130,509,48,0,0,7149,47565,321,682,0,34874,30929,1885,0,28,39,0,0,0,0,11854,6116,2812,76,886
Delaware,2016,0,12977,3457,1171,11,120,234,49,0,0,5859,56342,454,583,2339,33080,31737,1573,1,28,34,0,0,0,0,10159,4436,2050,78,677
Delaware,2017,0,14022,2903,947,7,112,273,46,0,0,4804,46528,145,551,0,31292,31348,1401,1,22,47,0,0,0,0,10371,4098,1764,39,613
Delaware,2018,0,16276,3548,1311,9,93,294,47,0,0,4296,37651,1302,516,0,32132,30567,1422,1,23,81,0,0,0,0,12605,5411,2493,46,622
Delaware,2019,0,16263,3285,1009,11,97,315,47,0,0,2179,29121,128,577,0,35326,30791,1782,1,23,73,0,0,0,0,12145,5126,2470,48,668
Florida,2010,0,55374,33774,16179,88,2034,121,0,1840,0,615698,999482,12403,53214,21718,82997,104953,51528,25,100060,1,0,0,0,0,19198,9461,260,174,15644
Florida,2011,0,54342,26367,14515,68,1958,168,0,2355,0,540109,1059418,4621,50251,12622,91708,88816,36417,12,102315,2,0,0,0,0,16648,7326,156,62,15174
Florida,2012,0,55683,24858,14544,18,1715,353,0,2080,0,470212,1155145,2349,50413,12772,106176,80428,34521,4,98073,4,0,0,0,0,14635,5305,79,21,12680
Florida,2013,0,61035,27275,15796,11,1988,434,0,2080,0,490158,1050503,2573,51266,14996,105263,81694,37850,1,98412,5,0,0,0,0,15593,5055,63,19,16545
Florida,2014,0,64460,26498,15402,36,2071,622,0,2080,0,541872,1058227,2831,57709,16010,97547,85350,38082,2,89496,7,0,0,0,0,17143,5558,102,43,16744
Florida,2015,0,61734,50259,15483,21,39,698,0,2080,0,451546,1184190,2918,59593,14984,98791,99300,38721,1,96667,34,0,0,0,0,15791,5293,81,19,267
Florida,2016,0,64199,55979,14335,15,48,800,0,2080,0,413091,1207869,3450,55126,13097,106704,102094,37739,1,90402,53,0,0,0,0,15763,5664,71,33,273
Florida,2017,0,63320,50829,15456,15,37,887,0,2080,0,393366,1213642,3184,63369,14172,107037,105504,40875,1,87307,103,0,0,0,0,15423,6316,52,10,200
Florida,2018,0,65589,51190,14932,7,43,1058,0,2080,0,314869,1294916,2904,62165,12938,111353,102922,37766,1,84521,120,0,0,0,0,17570,6849,57,19,287
Florida,2019,0,64805,50239,13545,8,44,1289,0,2080,0,223238,1351480,1844,49780,10304,122660,97989,34634,1,86104,115,0,0,0,0,16944,6436,68,18,302
Georgia,2010,189,61450,10559,6193,138,1696,94,0,3,0,735954,179090,1154,3378,31763,149901,87393,28963,111,148976,1,0,4,219,0,141661,12992,122,198,13046
Georgia,2011,223,57645,9939,6272,121,1633,225,0,3,0,605294,199891,933,2880,29239,147610,77814,27369,31,153244,3,0,4,181,0,115423,9801,141,98,12653
Georgia,2012,189,52707,11720,8584,28,1430,408,0,4,0,413654,312656,745,3572,21703,148708,72568,30426,12,150268,6,0,6,177,0,99148,11557,57,29,10574
Georgia,2013,152,58066,12425,8932,54,1658,851,0,4,0,407385,284247,748,7322,18647,160386,72930,30345,9,156859,13,0,6,222,0,123480,8089,133,27,13797
Georgia,2014,99,60029,13004,9179,54,1727,914,0,4,0,461406,297025,1977,8752,21152,163502,70630,31479,29,168716,14,0,6,172,0,136706,9733,73,57,13963
Georgia,2015,60,55005,24419,9426,36,511,884,0,4,0,382491,366509,1376,9358,12114,161639,67690,28841,19,184712,20,0,6,198,0,120795,8652,68,34,3491
Georgia,2016,0,52773,25307,10075,124,589,283,0,4,0,388170,391261,1040,9566,11109,156602,80407,32044,32,185754,1419,0,6,144,0,119188,8432,79,41,3323
Georgia,2017,0,50571,24634,8855,20,450,303,0,4,0,335907,381812,1098,13530,8366,154378,89676,31041,14,177209,1662,0,6,177,0,114365,7084,61,21,2453
Georgia,2018,0,58080,24660,8094,33,500,336,0,4,0,331720,384379,2501,11587,8431,162764,86947,31062,24,180115,1981,0,6,97,0,136713,8930,104,93,3331
Georgia,2019,0,55033,22552,6245,35,411,398,0,4,0,265275,438067,863,14674,7834,160130,85725,25727,9,186027,2177,0,6,164,0,126519,8851,43,59,2842
Hawaii,2010,0,1848,3629,1528,0,48,379,0,5,0,15702,0,12971,40,1415,353,25654,1882,0,32,0,0,2,408,0,529,919,1,0,367
Hawaii,2011,0,1853,4213,1728,0,46,628,0,6,0,14775,0,13062,579,1305,379,25723,1972,0,22,0,0,2,472,0,509,855,1,0,356
Hawaii,2012,0,1935,3727,1537,0,40,1277,0,6,0,15432,0,12592,403,1140,371,23609,2166,0,22,0,0,2,559,0,503,1254,0,0,297
Hawaii,2013,0,1884,3837,1471,0,47,1632,0,6,0,13948,0,11980,519,1358,390,24373,1873,0,22,0,0,2,422,0,585,839,0,0,388
Hawaii,2014,0,1852,4426,1862,0,49,2168,0,6,0,15873,0,11845,609,1368,385,23375,2261,0,23,0,0,2,498,0,559,847,0,0,392
Hawaii,2015,0,1874,5180,1298,0,2,2267,0,6,0,14495,0,12297,853,1136,434,23759,1851,0,23,4,0,2,546,0,562,507,2,0,14
Hawaii,2016,0,2339,4816,904,0,2,2577,0,6,0,16160,0,11726,1076,271,81,22925,939,0,23,19,0,2,348,0,560,691,0,0,10
Hawaii,2017,0,2385,5816,1181,0,6,3314,0,6,0,14948,0,12053,1762,0,83,24681,1789,0,68,23,0,2,339,0,558,581,1,0,32
Hawaii,2018,0,2502,5842,1361,0,3,3697,0,6,0,14367,0,12407,1456,0,87,21374,1515,0,67,23,0,2,314,0,568,455,0,0,23
Hawaii,2019,0,2483,6554,1823,0,3,3873,0,6,0,14179,0,13344,1297,0,89,21308,2191,0,67,33,0,2,526,0,548,495,0,0,23
Iowa,2010,6127,51976,17106,2694,9,772,0,0,722,0,421662,12684,1055,1536,66005,168401,99857,35335,19,1004,0,0,0,0,0,68775,18849,1102,84,5935
Iowa,2011,5691,52338,17964,3924,9,743,1,37,708,0,387119,10006,911,1434,70327,168725,95882,34323,11,508,0,0,0,0,0,67696,19364,1457,62,5756
Iowa,2012,4910,44360,19128,5588,7,651,9,28,744,0,354097,16868,1174,1392,63588,171194,89944,36275,8,508,0,0,0,0,0,56611,15074,739,10,4810
Iowa,2013,4798,58243,19477,5566,6,754,33,34,744,0,333281,12364,1056,1384,64323,178609,107444,35624,7,508,1,0,0,0,0,74635,18202,739,11,6277
Iowa,2014,4778,59724,18647,5110,7,875,154,34,744,0,337689,10987,733,1704,58685,178990,109180,38282,16,972,6,0,0,0,0,79620,18596,775,22,6352
Iowa,2015,3943,51756,21089,5208,4,840,248,24,744,0,291814,17145,544,1860,52535,188195,108806,44119,10,972,9,0,0,0,0,66042,15827,780,15,5155
Iowa,2016,2979,52177,10175,5118,5,817,336,38,744,0,249619,22081,945,1941,45408,200221,111826,45547,16,972,24,0,0,0,0,64672,16052,623,32,4317
Iowa,2017,2783,52468,11246,5774,4,861,512,41,744,0,252876,31199,695,1932,44628,254570,110856,42866,9,875,30,0,0,0,0,63711,15582,974,27,4196
