State,Year,Commercial_Coal,Commercial_Natural_Gas,Commercial_Petroleum,Commercial_Distillate_Fuel_Oil,Commercial_Kerosene,Commercial_Wood,Commercial_Solar,Commercial_Wind,Commercial_Geothermal,Commercial_Hydropower,Electric_Power_Coal,Electric_Power_Natural Gas,Electric_Power_Distillate_Fuel_Oil,Electric_Power_Wood,Industrial_Coal,Industrial_Natural_Gas,Industrial_Petroleum,Industrial_Distillate_Fuel_Oil,Industrial_Kerosene,Industrial_Wood,Industrial_Solar,Industrial_Wind,Industrial_Geothermal,Industrial_Hydropower,Residential_Coal,Residential_Natural_Gas,Residential_Petroleum,Residential_Distillate_Fuel_Oil,Residential_Kerosene,Residential_Wood
Pennsylvania,2011,4343,146752,29970,21041,198,3236,789,0,924,0,1028374,314973,3874,28672,180267,257116,220876,40670,187,42034,371,0,0,0,0,228119,102671,80568,2572,25074
Pennsylvania,2012,3286,132519,24211,17083,67,2834,994,0,816,0,904245,406963,2892,27573,185646,294905,194157,45427,58,42990,514,0,0,0,0,205991,88502,70781,1076,20953
Pennsylvania,2013,3073,156594,26715,18522,58,3285,950,0,816,0,905843,378099,3294,27492,217202,357302,209270,50178,63,47707,547,0,0,0,0,243491,99134,79295,1152,27341
Pennsylvania,2014,3082,167738,28806,19839,212,3423,1074,0,816,0,814266,404325,5778,26929,221812,419645,220346,57194,133,43431,599,0,0,0,0,267748,113034,91046,2030,27670
Pennsylvania,2015,1963,159442,40776,18765,144,5120,1049,0,816,0,669244,456219,6008,27220,207622,404961,218770,51101,68,41762,631,0,0,0,0,247059,106369,86789,1350,34969
Pennsylvania,2016,1031,148851,37840,15272,222,5026,1137,0,816,0,574070,520118,3369,27315,159737,418060,204317,36780,82,43455,631,0,0,0,0,224764,91471,73049,1513,28376
Pennsylvania,2017,645,152220,39583,17907,143,5115,1328,0,816,0,501784,544924,2985,27453,167111,432717,213226,41820,58,43381,592,0,0,0,0,228190,89839,71250,921,27880
Pennsylvania,2018,362,171616,43464,20328,179,5305,1413,0,816,0,467959,557750,7787,26731,175734,475033,207283,43320,79,40861,599,0,0,0,0,262667,107784,86087,930,35323
Pennsylvania,2019,311,167984,42817,19943,217,4840,1505,0,816,0,398101,696798,2179,24007,170369,516241,184915,43822,63,39650,628,0,0,0,0,245942,91474,66666,1056,33458
Rhode Island,2010,0,10699,4771,3996,3,195,18,0,0,0,0,57871,131,1774,0,8218,8876,859,0,78,0,0,0,0,0,17332,17748,16921,101,1501
Rhode Island,2011,0,11102,3751,3044,4,188,57,0,0,0,0,65342,132,1555,0,7640,7153,714,0,33,0,0,0,0,0,17267,16446,15568,74,1456
Rhode Island,2012,0,10396,3232,2709,1,165,102,0,0,0,0,62455,168,1176,0,8079,7289,586,0,33,0,0,0,0,0,16364,16087,15332,35,1216
Rhode Island,2013,0,11996,3740,3140,1,191,91,0,0,0,0,47877,350,470,0,8416,8815,498,1,33,0,0,0,0,0,18789,17067,16229,37,1587
Rhode Island,2014,0,13554,5587,4892,3,199,93,72,0,0,0,46099,602,2013,0,8237,9097,664,0,45,0,0,0,0,0,20287,16993,15810,48,1606
Rhode Island,2015,0,12354,4744,3121,2,268,100,65,0,0,0,51400,824,2082,0,8867,8639,545,0,45,0,0,0,0,0,20606,18361,17271,29,1832
Rhode Island,2016,0,11076,3790,2194,3,247,145,63,0,0,0,48193,245,2021,0,8736,7830,672,3,45,0,0,0,0,0,17732,12105,10893,29,1396
Rhode Island,2017,0,11684,3493,2048,2,247,247,66,0,0,0,52231,453,1950,0,8812,8636,939,0,53,0,0,0,0,0,18983,11568,10336,16,1344
Rhode Island,2018,0,13112,4016,2195,4,187,467,68,0,0,0,58882,653,2048,0,9080,8176,1106,0,75,0,0,0,0,0,21136,16275,14411,19,1248
Rhode Island,2019,0,12783,3690,1730,5,252,1090,68,0,0,0,53023,78,2036,0,9079,7280,1051,0,75,0,0,0,0,0,20479,13466,11827,19,1744
South Carolina,2010,51,24666,6483,3489,104,546,1,0,0,10,381051,89532,1302,8775,23865,75061,54677,8487,13,75854,0,0,0,0,0,33165,7761,859,698,4200
South Carolina,2011,0,22588,5868,3201,27,526,8,0,0,0,342946,103331,962,8863,23214,78627,46426,8148,7,84827,0,0,0,0,0,27428,5894,639,309,4074
South Carolina,2012,3,21834,5955,3036,11,460,9,0,0,1,285684,119127,1036,10658,12885,82749,45978,9791,3,86095,1,0,0,0,0,23280,4387,623,114,3404
South Carolina,2013,0,24292,5555,2868,6,534,8,0,0,37,244053,95662,1051,11698,13265,85238,43187,6809,1,82825,1,0,0,0,0,29158,4656,444,131,4442
South Carolina,2014,0,25994,6272,3070,8,556,9,0,0,28,291282,89503,2720,16113,14375,85401,46340,8584,5,87103,1,0,0,0,0,32652,5280,239,224,4495
South Carolina,2015,0,24473,11829,3200,7,271,15,0,0,22,229897,140142,1975,17138,11321,87476,53066,9321,2,81572,1,0,0,0,0,29277,4646,512,162,1850
South Carolina,2016,0,24482,12430,3561,6,283,97,0,0,17,213420,137440,969,16271,8445,90926,53339,10059,2,82423,14,0,0,0,0,28430,4488,488,196,1599
South Carolina,2017,0,23875,12809,3532,4,239,301,0,0,12,186015,139557,1046,17070,6736,95177,46577,11419,0,85692,124,0,0,0,0,26363,4619,462,91,1302
South Carolina,2018,0,26211,12847,3472,18,260,584,0,0,22,199882,178054,3367,16218,5323,98978,46903,11802,1,83761,200,0,0,0,0,32821,5074,436,153,1732
South Carolina,2019,0,25610,12458,3288,14,237,708,0,0,22,156430,187731,826,16239,4273,97511,46859,11701,2,82863,270,0,0,0,0,29663,4472,424,131,1636
South Dakota,2010,188,11080,2578,1127,1,233,0,0,1013,0,36204,1611,104,0,2669,41522,21658,10132,2,303,0,0,253,0,0,12878,5787,735,9,1791
South Dakota,2011,0,11157,2333,1341,0,224,0,0,746,0,29000,1591,120,0,3111,41472,21549,13096,1,222,0,0,253,0,0,13027,5544,702,5,1737
South Dakota,2012,37,9496,1918,1027,0,196,0,0,967,0,32183,2527,101,0,3353,42031,22429,11331,0,222,0,0,251,0,0,10933,4661,628,2,1452
South Dakota,2013,0,12528,1865,972,0,228,0,0,967,0,30836,4195,121,0,3410,46350,21374,12751,1,222,0,0,251,0,0,14352,5193,533,2,1894
South Dakota,2014,0,12816,2109,828,0,237,3,0,967,0,29529,4018,134,0,3534,46852,18761,10865,2,228,0,0,251,0,0,14797,4934,492,3,1917
South Dakota,2015,0,10995,2129,772,0,296,4,0,967,0,16268,6473,221,0,3348,47331,19138,11096,1,228,0,0,251,0,0,12383,4406,475,2,2020
South Dakota,2016,0,11020,2227,694,0,289,4,0,967,0,23192,7852,65,0,3468,47076,18092,10947,2,228,0,0,251,0,0,12312,4753,422,42,1629
South Dakota,2017,0,11403,2381,611,0,282,3,0,967,0,22369,6063,86,0,3745,48157,18361,10364,0,295,0,0,251,0,0,12808,4429,378,1,1537
South Dakota,2018,0,13413,2297,655,1,378,4,0,967,0,24599,9815,114,0,3019,50136,18902,10829,0,319,0,0,251,0,0,15234,5410,656,2,2518
South Dakota,2019,0,14526,2387,828,1,314,4,0,967,0,27750,9891,193,0,3670,49888,19593,10635,1,319,0,0,251,0,0,16048,6400,530,2,2169
Tennessee,2010,2227,57501,8882,6865,50,1069,25,0,0,0,443767,22608,2294,301,69470,96883,76483,12105,81,46756,0,0,0,0,0,76044,12432,885,725,8221
Tennessee,2011,1774,52937,8856,5942,42,1029,30,0,0,0,412442,26451,2148,363,66911,108498,79823,11000,41,46059,0,0,0,0,0,68196,8170,262,287,7973
Tennessee,2012,1604,45611,7693,5856,17,901,51,0,0,0,357569,63585,1700,631,63912,107135,77519,11578,46,51407,0,0,0,5930,0,54628,4760,238,98,6663
Tennessee,2013,1636,54912,5929,3866,22,1045,510,0,0,0,333581,37308,1446,842,64551,113060,83547,10998,38,50639,0,0,0,10251,0,72595,5735,226,130,8694
Tennessee,2014,1526,59054,6955,5008,34,1088,593,0,0,0,365506,45989,2049,904,60478,120594,82952,12288,53,53182,0,0,0,0,0,80605,7661,223,221,8799
Tennessee,2015,148,54934,13064,4769,14,1122,581,0,0,0,314583,70184,1526,851,55919,119161,85059,10963,40,52691,0,0,0,0,0,69704,6883,294,162,7666
Tennessee,2016,0,51734,13389,4524,28,1206,609,0,0,0,329252,88257,1359,923,50523,127998,89401,12454,47,50608,6,0,0,0,0,61201,6220,196,248,6809
Tennessee,2017,0,50988,14306,5434,20,993,624,0,0,0,295243,75778,1406,910,39324,140140,73675,12686,26,46408,6,0,0,0,0,58910,5841,227,172,5414
Tennessee,2018,0,61136,14824,5423,21,1075,634,0,0,0,215034,103092,1299,891,36801,153347,72443,12746,30,47954,57,0,0,0,0,77947,6996,195,169,7159
Tennessee,2019,0,58711,15133,5827,17,1083,639,0,0,0,184546,118725,1555,879,32330,154099,71654,11754,31,44291,57,0,0,0,0,71609,7678,158,213,7490
Texas,2010,287,195021,25296,14405,130,1703,121,0,788,0,1553945,1375275,1154,5108,13828,1800506,2853986,128993,219,54265,0,0,0,0,0,233911,20533,4,28,13097
Texas,2011,300,189642,35359,26543,107,1639,233,0,1008,0,1675488,1483987,1531,6316,19450,1831177,2849882,175437,379,53290,0,0,0,0,0,205559,18422,18,16,12703
Texas,2012,280,165874,32704,24037,51,1436,369,0,890,0,1478692,1550460,1354,8532,19846,1928322,3012752,197078,157,51884,0,0,0,0,0,174830,14694,14,4,10615
Texas,2013,241,178090,29040,19735,28,1664,505,0,890,0,1575503,1455086,1021,8139,21613,1981145,3253311,188743,145,53353,0,0,0,0,0,212250,17522,2,7,13851
Texas,2014,225,191180,28265,18553,76,1734,697,224,890,0,1558256,1461971,1152,10495,27480,2055926,3062323,228131,151,50272,0,0,0,0,0,242475,18563,8,9,14018
Texas,2015,171,182097,51351,16657,42,415,928,286,890,0,1319835,1675718,1191,10845,20417,2094773,3190601,158157,203,47848,0,0,0,0,0,218847,19092,9,7,2836
Texas,2016,0,169242,51631,18778,66,366,1304,444,890,0,1309306,1579983,871,8935,13804,2129152,3270386,172274,245,48813,0,0,0,0,0,180599,19598,6,7,2066
Texas,2017,0,169467,46772,14793,28,295,1224,387,890,15,1439466,1411641,787,7520,12513,2149086,3358250,176127,131,52044,0,101,0,0,0,168814,15969,6,4,1609
Texas,2018,0,220208,46654,11466,28,391,1722,485,890,11,1178559,1689371,635,7784,10752,2330470,3715343,195801,142,54040,5,91,0,0,0,233426,16691,6,3,2606
Texas,2019,0,203190,49407,13802,35,388,2191,480,890,13,982825,1828831,540,6403,9896,2349893,3782281,185219,92,54792,20,81,0,0,0,234074,21611,6,2,2684
Utah,2010,0,40268,4062,2660,14,145,13,0,366,0,339617,50240,467,1242,16531,58334,43072,9100,4,294,2,0,337,0,0,69191,1815,116,3,1118
Utah,2011,0,42032,5290,3038,3,140,29,0,285,0,332402,41435,509,1302,13779,62257,46929,12097,2,183,4,0,337,0,0,72827,2192,136,1,1085
Utah,2012,0,36965,5028,3767,2,123,76,0,356,0,308525,48759,398,1314,13531,70607,49829,13415,2,183,13,0,357,0,0,62511,1748,149,1,906
Utah,2013,0,43452,5546,3513,4,142,102,0,356,0,340512,51128,262,1421,14718,75750,48783,16379,3,183,19,0,357,0,0,73988,2206,105,1,1183
Utah,2014,0,39874,5598,3378,4,148,172,0,356,0,330146,60454,239,1515,13908,70994,50031,18424,3,188,33,0,357,0,0,65270,1864,117,1,1197
Utah,2015,0,37439,6056,2127,2,457,247,0,356,0,314926,58477,193,1247,15117,70689,45920,13676,2,188,42,0,357,0,0,61290,1645,128,1,3120
Utah,2016,0,40826,6505,3086,5,571,393,0,356,0,255877,61638,314,1343,13139,67619,48818,12715,2,188,60,0,357,0,0,66810,1701,151,3,3221
Utah,2017,0,43053,5914,2765,2,582,583,0,356,0,263709,42298,377,1085,11106,64430,51694,14929,0,154,70,0,357,0,0,69592,2619,130,1,3171
Utah,2018,0,44158,6215,2435,2,627,720,0,356,0,264412,63190,367,770,8705,63006,51724,16625,0,154,75,0,357,0,0,70265,2671,151,1,4177
Utah,2019,0,49574,6515,2675,2,615,785,0,356,0,258293,70235,402,769,8696,62894,50624,14825,1,154,82,0,357,0,0,79528,3191,136,1,4250
Virginia,2010,2238,70669,15134,8519,216,2253,7,0,783,0,271206,144255,5399,16299,72718,70108,63292,13967,130,49892,0,0,0,117,0,90406,33715,18566,1880,17331
Virginia,2011,2384,65967,13432,6656,145,2169,20,0,1002,0,215638,146309,2700,15920,70326,75276,61143,14499,63,48460,0,0,0,106,0,81379,29796,16283,881,16809
Virginia,2012,1287,62327,15870,9858,61,1900,76,0,885,0,153359,196074,2034,17174,67624,82693,58639,16274,20,49303,2,0,0,116,0,72906,22628,12079,400,14047
Virginia,2013,1337,70638,15554,7936,71,2202,73,0,885,0,224546,177551,1982,22098,64625,87518,54072,17003,20,52779,2,0,0,50,0,88862,26156,13569,447,18329
Virginia,2014,1755,75749,17466,9208,118,2294,103,0,885,0,217987,165522,8765,32981,58441,92305,53489,17848,28,57137,3,0,0,99,0,97426,26471,14042,697,18549
Virginia,2015,1331,72417,27575,9224,74,2082,123,0,885,0,183563,256877,5779,33579,47533,99041,55649,15352,17,60396,3,0,0,115,0,89558,25733,12958,480,14223
Virginia,2016,880,70953,27474,8599,144,2258,145,0,885,0,176403,310799,3387,33594,45655,100127,55350,16265,19,56575,2,0,0,81,0,81054,21002,9854,643,12746
Virginia,2017,942,71924,28069,8999,54,2002,225,0,885,0,115841,327383,3496,28407,43029,106156,54038,14996,15,61264,6,0,0,2,0,81148,19128,8912,365,10914
Virginia,2018,723,78566,29676,10485,68,2069,208,0,885,0,105609,374014,6729,35738,43018,109227,50830,14618,13,60292,14,0,0,2,0,94171,23839,11330,386,13780
Virginia,2019,592,75324,29628,10824,74,1764,342,0,885,0,42474,428593,1516,31176,42053,112902,53413,15630,13,56973,16,0,0,1,0,86516,22575,9431,418,12194
Vermont,2010,0,2401,7133,3855,44,1191,3,0,0,0,0,56,27,6488,0,2929,10088,3181,71,1779,0,0,0,247,0,3100,16442,9673,850,9163
Vermont,2011,0,2499,7319,3732,49,1306,26,0,0,0,0,50,38,5549,0,2834,10458,3910,42,348,1,0,0,232,0,3240,15749,10209,590,8887
Vermont,2012,0,2342,7045,3039,14,1195,41,0,0,0,0,38,14,4970,0,2743,9639,3507,91,348,1,0,0,221,0,3048,13551,8238,288,7426
Vermont,2013,0,4819,7377,3268,15,1359,50,0,0,0,0,44,46,6809,0,1323,9861,2865,35,348,2,0,0,0,0,3466,15654,9346,286,9690
Vermont,2014,0,4912,7800,3566,34,1424,75,0,0,0,0,36,45,6359,0,1890,9585,3109,84,360,3,0,0,0,0,3891,17012,10185,449,9807
Vermont,2015,0,6066,9760,4759,29,2347,171,0,0,0,0,20,27,6535,0,2091,8922,3001,16,360,3,0,0,0,0,3929,17410,10862,368,14731
Vermont,2016,0,6401,7577,3314,32,2345,221,0,0,0,0,15,45,6622,0,2224,8127,3167,32,360,3,0,0,0,0,3602,16050,10005,488,12272
Vermont,2017,0,6391,6173,3196,21,2429,366,0,0,0,0,13,87,6152,0,2257,9265,3402,20,189,16,0,0,0,0,3614,17040,10271,342,12298
Vermont,2018,0,7606,7433,3155,19,2513,430,0,0,0,0,11,44,6054,0,2362,8496,3474,17,191,21,0,0,0,0,4220,17975,10544,330,15539
Vermont,2019,0,7605,7056,3215,33,2281,508,0,0,0,0,13,17,5881,0,2455,7911,3567,20,191,20,0,0,0,0,4288,18936,11496,378,14534
Washington,2010,0,53016,12106,8812,27,2447,18,0,911,512,92205,81926,211,10286,2729,73614,136469,17273,37,72004,0,0,0,28,0,78028,14624,5465,120,18817
Washington,2011,0,58135,9920,6761,20,2355,30,0,407,0,55119,40365,179,9163,1832,78514,128408,16886,18,70137,0,0,0,29,0,87884,14191,5025,72,18251
Washington,2012,0,54988,11594,6760,7,2063,52,0,778,0,40559,44250,155,6297,2097,80491,133364,14720,9,73447,0,0,0,14,0,82237,10610,3644,28,15251
Washington,2013,0,57655,11166,6773,8,2391,58,0,778,0,72944,89573,142,7663,2011,83570,124748,15030,7,73051,0,0,0,0,0,86129,10511,3498,22,19901
Washington,2014,0,56877,11953,7472,15,2491,77,0,778,0,73840,88155,165,7770,2707,82968,119893,14347,3,73153,1,0,0,0,0,82249,10540,3767,36,20140
Washington,2015,0,53112,18321,7469,8,3373,92,0,778,0,56352,103505,122,8273,1920,81389,134758,17944,2,73782,1,0,0,0,0,76475,9414,3526,22,23039
Washington,2016,0,55699,20074,7514,20,4461,121,0,778,0,51421,87946,136,8446,1881,85516,132474,18731,1,79782,2,0,0,0,0,82329,10868,3535,39,25184
Washington,2017,0,64894,16438,4248,10,4778,174,0,778,0,60314,87075,162,8266,1418,87096,126469,17899,2,74558,3,0,0,0,0,98296,13625,4803,25,26043
Washington,2018,0,61953,20954,7918,10,4189,214,0,778,0,59785,83296,149,7761,1381,83999,130958,22514,1,72204,3,0,0,0,0,90806,12172,3493,20,27893
Washington,2019,0,66198,17124,4295,17,4582,264,0,778,0,79356,115167,130,6124,1482,85165,130928,24973,1,69711,5,0,0,0,0,97618,14550,3624,31,31676
Wisconsin,2010,3014,83024,7549,3820,25,2870,56,0,0,6,420346,43076,499,10720,35082,122618,76078,21219,38,63382,0,0,0,1318,0,124850,30422,6343,151,21843
Wisconsin,2011,2675,88287,8229,4814,17,2752,74,0,0,0,410520,48280,483,14787,34175,128674,79180,22085,34,60514,0,0,0,1491,0,131300,29557,5439,207,21186
Wisconsin,2012,811,78464,7318,4437,10,2395,148,0,0,21,341229,88409,575,15753,31241,126786,75208,22793,13,60049,0,0,0,1110,0,114770,23364,4143,36,17704
Wisconsin,2013,869,102141,7113,3577,14,2789,138,0,0,0,422247,62314,410,15017,31437,139737,83304,25087,12,59500,0,0,0,1481,0,146877,30479,4597,54,23101
Wisconsin,2014,713,110962,7853,4048,29,2894,152,0,0,0,384088,61589,712,17642,32294,146902,84929,26104,22,54029,0,68,0,1501,0,155974,32638,5334,92,23379
Wisconsin,2015,536,94398,13349,4142,13,4288,158,0,0,0,380596,102997,385,17373,27057,143111,80929,25305,14,53164,0,69,0,1519,0,132795,28344,4481,54,29291
Wisconsin,2016,567,92739,13267,4111,26,4449,128,0,0,0,337982,121819,403,14325,18787,151430,76821,23636,36,54655,43,67,0,1623,0,131192,26605,4111,82,25115
Wisconsin,2017,529,94094,14393,4523,17,4493,188,0,0,0,368339,109171,419,14498,19746,161126,80555,25434,18,52921,104,69,0,1549,0,136267,26389,4064,49,24490
Wisconsin,2018,534,104847,15218,3733,19,4465,316,178,0,0,341958,131826,473,13615,19586,172547,77801,25201,15,53630,124,62,0,1284,0,151487,29460,5002,54,29734
Wisconsin,2019,535,106619,14817,3589,10,4214,365,191,0,0,262276,151254,655,14071,17296,170696,73720,25624,27,50598,153,66,0,1019,0,159117,37524,4879,78,29134
West Virginia,2010,0,26809,2291,1286,43,2498,0,0,3,0,784297,1550,1567,0,63832,41097,53109,28795,105,1098,0,0,0,4862,0,29085,5218,1594,382,19210
West Virginia,2011,0,26120,3349,2402,18,2404,5,0,3,0,759336,2673,1885,138,63309,45712,54214,28138,40,1008,0,0,0,5428,0,27181,4626,1389,188,18632
West Virginia,2012,0,24462,3107,2181,4,2106,10,0,3,0,705989,2453,1441,118,50727,54370,53136,26899,22,1008,0,0,0,5205,0,24358,3765,1094,90,15570
West Virginia,2013,0,26112,3533,2215,17,2441,10,0,3,0,724548,2960,1551,45,46640,63407,54986,29617,21,1008,0,0,0,6284,0,28547,5532,1513,100,20316
West Virginia,2014,0,26320,3346,2513,17,2543,10,0,3,0,771699,6984,1634,54,44761,84090,53355,29571,37,1040,0,0,0,5029,0,30859,4317,1376,202,20561
West Virginia,2015,0,25315,5123,2657,23,1392,12,0,3,0,689903,14117,1421,66,41046,92361,44407,17634,20,1040,0,0,0,5151,0,27273,4853,1671,148,9508
West Virginia,2016,0,24935,4966,2389,13,1511,12,0,3,0,721327,10901,1238,0,30631,104796,38226,10190,17,1040,0,0,0,4576,0,25498,3999,1550,208,8528
West Virginia,2017,0,24293,4669,2086,10,1505,19,0,3,0,684156,11204,1196,0,26289,118633,40126,16621,5,918,1,0,0,4917,0,24254,3225,1152,112,8201
West Virginia,2018,0,27361,5171,2471,16,1458,22,0,3,0,633418,11531,1665,0,28341,132784,44232,19640,17,911,1,0,0,6261,0,28668,4009,1419,121,9708
West Virginia,2019,0,25615,6085,2600,20,1378,34,0,3,0,593536,17545,1324,0,28186,142983,47034,20809,15,911,1,0,0,5014,0,25887,4622,1590,140,9525
Wyoming,2010,510,11501,4289,1420,5,157,0,0,463,0,452671,586,601,0,31058,107882,60326,28983,1,126,0,0,66,0,0,13317,3486,146,1,1209
Wyoming,2011,547,12079,6736,2193,1,151,0,0,549,0,434569,410,565,0,32555,117021,66819,33611,0,110,0,0,66,0,0,13736,3727,129,1,1173
Wyoming,2012,458,10840,6004,2444,2,133,2,0,528,0,458606,484,454,0,31064,118077,65966,32868,0,110,1,0,65,0,0,11895,2783,132,1,980
Wyoming,2013,485,12521,5510,1960,1,154,7,0,528,0,488808,517,408,0,31406,112905,59747,28189,0,110,2,0,65,0,0,14217,3051,181,0,1279
Wyoming,2014,420,12678,5599,1833,0,160,7,0,528,0,456946,834,387,0,31935,98946,64488,34107,0,113,2,0,65,0,0,13803,3188,121,0,1294
Wyoming,2015,174,13716,5246,1547,3,612,8,0,528,0,457661,1283,430,0,29342,85417,57587,26866,0,113,3,0,65,0,0,12273,2322,146,1,4178
Wyoming,2016,149,14423,4717,1665,2,638,11,0,528,0,425087,1586,430,0,32079,90063,51530,21887,0,113,3,0,65,0,0,12891,2714,116,1,3604
Wyoming,2017,285,14812,3087,1545,1,769,14,0,528,0,426707,1371,428,0,31505,114439,54127,24192,0,88,3,0,65,0,0,13307,3623,117,0,4189
Wyoming,2018,187,14644,2429,1007,1,632,15,0,528,0,424234,1967,371,0,31327,128888,58362,28730,0,87,3,0,65,0,0,13959,3390,114,0,4210
Wyoming,2019,147,13963,3418,1040,0,616,19,0,528,0,379251,3448,423,0,30824,119957,51079,22679,0,87,3,0,65,0,0,15103,3620,107,0,4257
